tau,data_size,box_norm,box_std,ch_norm,ch_std,ell_norm,ell_std,ell_0.9_norm,ell_0.9_std,beh_norm,beh_std
0.1,100,0.21365809880906905,0.9979185247881918,0.20338010971794585,1.0072334487263614,0.1945415844652502,1.0120968325087483,0.19233591503980896,1.0143837937197924,0.9572876679560415,0.0013719188557985307
0.5,100,0.20737173122216757,0.9945345095191326,0.2004105614855617,1.004663309951551,0.1945415844652502,1.0120968325087483,0.19233591503980896,1.0143837937197924,0.9908929595194519,0.0010725227451378462
0.9,100,0.20721751978563716,0.9947479009033091,0.20037639931838855,1.0047171049502515,0.1945415844652502,1.0120968325087483,0.19233591503980896,1.0143837937197924,1.002879008070468,0.0008888738488459432
0.1,1000,0.9680989580533454,0.00858095258030202,0.967766867189999,0.013857369185148492,0.8840490466286076,0.16490226601882418,0.8829155623582472,0.16555944777020093,0.9565211242492538,0.0018088011439990979
0.5,1000,0.9622712142926971,0.007805517388505795,0.96203380904347,0.009708801224007203,0.8103646248287871,0.20839553905822655,0.8096854722674692,0.20901636044531383,0.9886403543978393,0.001456445028545059
0.9,1000,0.9742584154674456,0.016385465160077783,0.9750060859517621,0.017513828533412757,0.8103646248287871,0.20839553905822655,0.8096854722674692,0.20901636044531383,1.0026045696628787,0.001156881006845938
0.1,10000,0.9722515983878871,0.008190551006312998,0.9690957491896962,0.006734316166811221,0.663066792387293,0.20688213334293695,0.8106027518051652,0.20722707818438713,0.9580986720773628,0.0014760296477215262
0.5,10000,0.9579502715541213,0.002698910531310998,0.9612118110518352,0.006830882965660911,0.5899008770480709,0.1632554369559692,0.5907761939628036,0.16491365069161662,0.9906035926679224,0.001109073434702697
0.9,10000,0.9574379656455432,0.002162322809506347,0.9610115303825836,0.006623418180564948,0.5899008770480709,0.1632554369559692,0.5907761939628036,0.16491365069161662,1.0037102731976295,0.0008145649906006408
