tau,data_size,box_norm,box_std,ch_norm,ch_std,ell_norm,ell_std,ell_0.9_norm,ell_0.9_std,beh_norm,beh_std
0.1,100,-1.2100271645987497,0.0,-1.2271131888782758,0.0,-1.2412831968370082,0.0,-1.2715860305888174,0.0,0.9483512343952077,0.0
