tau,df,EDAC_behv_p_value,EDAC_behv_sum,EDAC_VI_p_value,EDAC_VI_sum,RobustEDAC_behv_p_value,RobustEDAC_behv_sum,RobustEDAC_VI_p_value,RobustEDAC_VI_sum
0.9,25,1.665503268325139e-07,-14.570735568333333,0.002132153428706491,14.429264431666667,4.852342976502346e-07,-14.580159191833335,0.002684450337835237,14.419840808166667
0.9,125,1.5142288478682396e-09,-15.205123917633337,0.00538937602376396,13.278209415699997,3.838065451182471e-09,-15.34427700695,0.004520378532885958,13.139056326383331
