"Step","data_size: 100000 - entropy","data_size: 100000 - entropy__MIN","data_size: 100000 - entropy__MAX"
"0","1.3830061952273052","1.38018798828125","1.3846471309661865"
"2","1.382918894290924","1.3798655271530151","1.385001540184021"
"3","1.382014552752177","1.3786187171936035","1.3849035501480103"
"4","1.3801406621932983","1.3763748407363892","1.3840482234954834"
"5","1.3774139086405437","1.372841238975525","1.3824474811553955"
"6","1.3737098972002666","1.365987777709961","1.3807560205459595"
"7","1.369014819463094","1.357025146484375","1.3789607286453247"
"8","1.3635449012120564","1.3472293615341187","1.3765814304351807"
"9","1.3568731745084126","1.3354179859161377","1.3735209703445435"
"10","1.3478447397549946","1.3177123069763184","1.3697096109390259"
"11","1.337765097618103","1.3001430034637451","1.3638557195663452"
"12","1.3243760466575623","1.2752094268798828","1.3563636541366577"
"13","1.309792657693227","1.2503271102905273","1.3456979990005493"
"14","1.290632168451945","1.2190017700195312","1.333772897720337"
"15","1.2672730286916096","1.1797367334365845","1.3181865215301514"
"16","1.2386733690897624","1.132364273071289","1.2993412017822266"
"17","1.2066401640574138","1.0815483331680298","1.2720471620559692"
"18","1.1653423110644023","1.0121090412139893","1.2433161735534668"
"19","1.1225590109825134","0.9525847434997559","1.2024970054626465"
"20","1.0699098706245422","0.8785454034805298","1.1666154861450195"
"21","1.011298308769862","0.8121326565742493","1.1083803176879883"
"22","0.9464969635009766","0.7210081219673157","1.0512669086456299"
"23","0.8816240032513937","0.6549615263938904","0.991510808467865"
"24","0.8116013407707214","0.5700838565826416","0.9200048446655273"
"25","0.731972207625707","0.48866575956344604","0.8450760841369629"
"26","0.6586366792519888","0.43473464250564575","0.7745858430862427"
"27","0.5938086907068888","0.3818581700325012","0.7140969038009644"
"28","0.5294917474190394","0.331537127494812","0.6323123574256897"
"29","0.47425700227419537","0.3016866147518158","0.5755645632743835"
"30","0.4253651003042857","0.2683217525482178","0.5177632570266724"
"31","0.37879784901936847","0.23132574558258057","0.48191195726394653"
"32","0.34269870817661285","0.22102439403533936","0.4422169029712677"
"33","0.3129356975356738","0.20070354640483856","0.40326055884361267"
"34","0.28644449015458423","0.19150835275650024","0.3854156732559204"
"35","0.2759372318784396","0.18661653995513916","0.3785533308982849"
"36","0.25658555577198666","0.18276949226856232","0.37330859899520874"
"37","0.24526987473169962","0.17765414714813232","0.3672431707382202"
"38","0.23484153052171072","0.17489057779312134","0.3625243902206421"
"39","0.23687982062498728","0.16325078904628754","0.3846990168094635"
"40","0.23412948101758957","0.13871261477470398","0.3985995948314667"
"41","0.2393001193801562","0.13133949041366577","0.4223572015762329"
"42","0.2435685247182846","0.12431897222995758","0.43938112258911133"
