"Step","data_size: 100000 - entropy","data_size: 100000 - entropy__MIN","data_size: 100000 - entropy__MAX"
"0","0.6929863393306732","0.6929628252983093","0.6930098533630371"
"2","0.6919476091861725","0.6918116807937622","0.6920835375785828"
"3","0.6910785436630249","0.6896289587020874","0.6925281286239624"
"4","0.6890330910682678","0.6856951117515564","0.6923710703849792"
"5","0.6854359805583954","0.680504322052002","0.6903676390647888"
"6","0.6809342503547668","0.6760634779930115","0.6858050227165222"
"7","0.6760390996932983","0.6718178987503052","0.6802603006362915"
"8","0.6702058613300323","0.6700461506843567","0.670365571975708"
"9","0.6643107533454895","0.6583393812179565","0.6702821254730225"
"10","0.6599806249141693","0.6465878486633301","0.6733734011650085"
"11","0.6536112427711487","0.6328504681587219","0.6743720173835754"
"12","0.6513243317604065","0.6247547268867493","0.6778939366340637"
"13","0.6504341661930084","0.6201614141464233","0.6807069182395935"
"14","0.6515278816223145","0.6196749210357666","0.6833808422088623"
"15","0.6548053920269012","0.6250860691070557","0.6845247149467468"
"16","0.6597300469875336","0.6325578689575195","0.6869022250175476"
"17","0.6634111702442169","0.6394599080085754","0.6873624324798584"
"18","0.6676187217235565","0.6467995643615723","0.6884378790855408"
"19","0.6720181107521057","0.6559453010559082","0.6880909204483032"
"20","0.6732415556907654","0.6601006984710693","0.6863824129104614"
"21","0.6764111220836639","0.6668633818626404","0.6859588623046875"
"22","0.6783455014228821","0.6722551584243774","0.6844358444213867"
"23","0.6805242300033569","0.6759894490242004","0.6850590109825134"
"24","0.6823864877223969","0.679962158203125","0.6848108172416687"
"25","0.6831697821617126","0.6791462898254395","0.6871932744979858"
"26","0.6824977099895477","0.6798866987228394","0.6851087212562561"
"27","0.6837084889411926","0.6813479661941528","0.6860690116882324"
"28","0.6841613948345184","0.6818989515304565","0.6864238381385803"
"29","0.6837856471538544","0.6814164519309998","0.686154842376709"
"30","0.6853151619434357","0.6821321845054626","0.6884981393814087"
"31","0.6844216287136078","0.6810503602027893","0.6877928972244263"
"32","0.683779388666153","0.6798438429832458","0.6877149343490601"
"33","0.6842162013053894","0.6811611652374268","0.687271237373352"
"34","0.686725378036499","0.6856679320335388","0.6877828240394592"
"35","0.6856622397899628","0.6838604807853699","0.6874639987945557"
